id,english,polish,level,track,topic_category,material_type,specialism,difficulty_1_5,word_count_en,examples_count,accepted_answers_count,collocations_count,typical_prepositions,translation_check,flags,recommendation
praca_a2_0199_everything_is_working_correctly,Everything is working correctly,Wszystko działa poprawnie,A2,Praca,zdania,zdanie,zawodowe,3,4,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_a2_0200_please_test_it_now,Please test it now,Proszę teraz to sprawdzić,A2,Praca,zdania,zdanie,zawodowe,3,4,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_b1_0201_i_can_come_tomorrow,I can come tomorrow,Mogę przyjechać jutro,B1,Praca,zdania,zdanie,zawodowe,4,4,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0202_this_part_must_be_replaced,This part must be replaced,Tę część trzeba wymienić,B1,Praca,zdania,zdanie,zawodowe,5,5,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_b1_0203_the_signal_is_too_weak_here,The signal is too weak here,Tutaj sygnał jest zbyt słaby,B1,Praca,zdania,zdanie,zawodowe,4,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0204_the_router_needs_to_be_restarted,The router needs to be restarted,Router trzeba zrestartować,B1,Praca,zdania,zdanie,zawodowe,4,6,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_b1_0205_i_will_send_the_invoice_later,I will send the invoice later,Wyślę fakturę później,B1,Praca,zdania,zdanie,zawodowe,4,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0206_do_you_have_wi_fi_password,Do you have Wi-Fi password?,Czy ma Pan hasło do Wi-Fi?,B1,Praca,zdania,zdanie,zawodowe,4,6,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_b1_0207_where_should_i_install_the_camera,Where should I install the camera?,Gdzie mam zamontować kamerę?,B1,Praca,zdania,zdanie,zawodowe,4,6,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_b1_0208_the_cable_will_go_along_the_wall,The cable will go along the wall,Kabel będzie szedł wzdłuż ściany,B1,Praca,zdania,zdanie,zawodowe,5,7,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_b1_0209_this_solution_is_cheaper,This solution is cheaper,To rozwiązanie jest tańsze,B1,Praca,zdania,zdanie,zawodowe,4,4,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_b1_0210_this_solution_is_more_reliable,This solution is more reliable,To rozwiązanie jest bardziej niezawodne,B1,Praca,zdania,zdanie,zawodowe,4,5,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_b1_0211_we_need_better_coverage,We need better coverage,Potrzebujemy lepszego zasięgu,B1,Praca,zdania,zdanie,zawodowe,4,4,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_b1_0212_the_installation_is_complete,The installation is complete,Instalacja jest zakończona,B1,Praca,zdania,zdanie,zawodowe,4,4,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,powtórzony angielski zapis – sprawdzić znaczenia,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_b1_0213_please_sign_here,Please sign here,Proszę podpisać tutaj,B1,Praca,zdania,zdanie,zawodowe,4,3,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_b1_0214_i_will_clean_up_after_work,I will clean up after work,Posprzątam po pracy,B1,Praca,zdania,zdanie,zawodowe,4,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_b1_0215_call_me_if_there_is_a_problem,Call me if there is a problem,"Proszę zadzwonić, jeśli będzie problem",B1,Praca,zdania,zdanie,zawodowe,5,7,1,0,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,zdanie bez wariantów odpowiedzi,przypisać do lekcji | poprawić lub ręcznie zweryfikować
praca_a2_0216_i_need_to_check_the_router,I need to check the router,Muszę sprawdzić router,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0217_i_need_to_check_the_camera,I need to check the camera,Muszę sprawdzić kamerę,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0219_i_need_to_check_the_settings,I need to check the settings,Muszę sprawdzić ustawienia,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0220_i_need_to_check_the_application,I need to check the application,Muszę sprawdzić aplikację,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0221_i_need_to_check_the_file,I need to check the file,Muszę sprawdzić plik,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0222_i_need_to_check_the_password,I need to verify the password,Muszę zweryfikować hasło,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0223_i_need_to_check_the_connection,I need to check the connection,Muszę sprawdzić połączenie,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0224_i_need_to_check_the_battery,I need to check the battery,Muszę sprawdzić baterię,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0225_i_need_to_check_the_device,I need to check the device,Muszę sprawdzić urządzenie,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0226_i_need_to_install_the_router,I need to install the router,Muszę zainstalować router,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0227_i_need_to_install_the_camera,I need to install the camera,Muszę zainstalować kamerę,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0228_i_need_to_install_the_cable,I need to install the cable,Muszę zainstalować przewód,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0229_i_need_to_install_the_settings,I need to configure the settings,Muszę skonfigurować ustawienia,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0230_i_need_to_install_the_application,I need to install the application,Muszę zainstalować aplikację,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0231_i_need_to_install_the_file,I need to install the update file,Muszę zainstalować plik aktualizacji,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0232_i_need_to_install_the_password,I need to set a new password,Muszę ustawić nowe hasło,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0233_i_need_to_install_the_connection,I need to set up the connection,Muszę skonfigurować połączenie,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0234_i_need_to_install_the_battery,I need to install the battery,Muszę zainstalować baterię,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0235_i_need_to_install_the_device,I need to install the device,Muszę zainstalować urządzenie,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0236_i_need_to_repair_the_router,I need to repair the router,Muszę naprawić router,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0237_i_need_to_repair_the_camera,I need to repair the camera,Muszę naprawić kamerę,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0238_i_need_to_repair_the_cable,I need to repair the cable,Muszę naprawić przewód,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0239_i_need_to_repair_the_settings,I need to correct the settings,Muszę poprawić ustawienia,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0240_i_need_to_repair_the_application,I need to repair the application,Muszę naprawić aplikację,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0241_i_need_to_repair_the_file,I need to repair the damaged file,Muszę naprawić uszkodzony plik,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0242_i_need_to_repair_the_password,I need to reset the password,Muszę zresetować hasło,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0243_i_need_to_repair_the_connection,I need to fix the connection,Muszę naprawić połączenie,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0244_i_need_to_repair_the_battery,I need to test the damaged battery before replacing it,Muszę sprawdzić uszkodzoną baterię przed jej wymianą,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,10,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0245_i_need_to_repair_the_device,I need to repair the device,Muszę naprawić urządzenie,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0246_i_need_to_replace_the_router,I need to replace the router,Muszę wymienić router,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0247_i_need_to_replace_the_camera,I need to replace the camera,Muszę wymienić kamerę,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0248_i_need_to_replace_the_cable,I need to replace the cable,Muszę wymienić przewód,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0249_i_need_to_replace_the_settings,I need to restore the default settings,Muszę przywrócić ustawienia domyślne,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0250_i_need_to_replace_the_application,I need to install a different application,Muszę zainstalować inną aplikację,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0251_i_need_to_replace_the_file,I need to replace the damaged file,Muszę zastąpić uszkodzony plik,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0252_i_need_to_replace_the_password,I need to change the password,Muszę zmienić hasło,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0253_i_need_to_replace_the_connection,I need to switch to a different connection,Muszę przełączyć się na inne połączenie,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,8,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0254_i_need_to_replace_the_battery,I need to replace the battery,Muszę wymienić baterię,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0255_i_need_to_replace_the_device,I need to replace the device,Muszę wymienić urządzenie,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0256_i_need_to_connect_the_router,I need to connect the router,Muszę podłączyć router,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0257_i_need_to_connect_the_camera,I need to connect the camera,Muszę podłączyć kamerę,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0258_i_need_to_connect_the_cable,I need to connect the cable,Muszę podłączyć przewód,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0259_i_need_to_connect_the_settings,I need to select the correct network profile,Muszę wybrać właściwy profil sieciowy,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,8,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0260_i_need_to_connect_the_application,I need to connect the application to the account,Muszę połączyć aplikację z kontem,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,9,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0261_i_need_to_connect_the_file,I need to attach the file,Muszę dołączyć plik,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0262_i_need_to_connect_the_password,I need to enter the password,Muszę wpisać hasło,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0263_i_need_to_connect_the_connection,I need to establish the connection,Muszę nawiązać połączenie,B1,Praca,praktyczne zdania,zdanie,zawodowe,4,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0264_i_need_to_connect_the_battery,I need to connect the battery,Muszę podłączyć baterię,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0265_i_need_to_connect_the_device,I need to connect the device,Muszę podłączyć urządzenie,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0266_i_need_to_disconnect_the_router,I need to disconnect the router,Muszę odłączyć router,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0267_i_need_to_disconnect_the_camera,I need to disconnect the camera,Muszę odłączyć kamerę,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0268_i_need_to_disconnect_the_cable,I need to disconnect the cable,Muszę odłączyć przewód,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0269_i_need_to_disconnect_the_settings,I need to turn off this setting,Muszę wyłączyć to ustawienie,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0270_i_need_to_disconnect_the_application,I need to disconnect the application from the account,Muszę odłączyć aplikację od konta,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,9,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0271_i_need_to_disconnect_the_file,I need to detach the file,Muszę odłączyć plik,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0272_i_need_to_disconnect_the_password,I need to remove the saved password,Muszę usunąć zapisane hasło,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0273_i_need_to_disconnect_the_connection,I need to end the connection,Muszę zakończyć połączenie,B1,Praca,praktyczne zdania,zdanie,zawodowe,4,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0274_i_need_to_disconnect_the_battery,I need to disconnect the battery,Muszę odłączyć baterię,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0275_i_need_to_disconnect_the_device,I need to disconnect the device,Muszę odłączyć urządzenie,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0276_i_need_to_configure_the_router,I need to configure the router,Muszę skonfigurować router,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0277_i_need_to_configure_the_camera,I need to configure the camera,Muszę skonfigurować kamerę,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0278_i_need_to_configure_the_cable,I need to set the cable type in the recorder,Muszę ustawić typ przewodu w rejestratorze,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,10,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0280_i_need_to_configure_the_application,I need to configure the application,Muszę skonfigurować aplikację,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0281_i_need_to_configure_the_file,I need to edit the configuration file,Muszę edytować plik konfiguracyjny,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0282_i_need_to_configure_the_password,I need to configure the password rules,Muszę skonfigurować zasady haseł,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0283_i_need_to_configure_the_connection,I need to configure the connection,Muszę skonfigurować połączenie,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0284_i_need_to_configure_the_battery,I need to calibrate the battery,Muszę skalibrować baterię,B1,Praca,praktyczne zdania,zdanie,zawodowe,4,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0285_i_need_to_configure_the_device,I need to configure the device,Muszę skonfigurować urządzenie,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0286_i_need_to_measure_the_router,I need to measure the signal near the router,Muszę zmierzyć sygnał w pobliżu routera,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,9,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0287_i_need_to_measure_the_camera,I need to measure the distance to the camera,Muszę zmierzyć odległość do kamery,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,9,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0288_i_need_to_measure_the_cable,I need to measure the cable length,Muszę zmierzyć długość przewodu,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0289_i_need_to_measure_the_settings,I need to compare the current settings,Muszę porównać bieżące ustawienia,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0290_i_need_to_measure_the_application,I need to measure the application performance,Muszę zmierzyć wydajność aplikacji,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0291_i_need_to_measure_the_file,I need to check the file size,Muszę sprawdzić rozmiar pliku,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0292_i_need_to_measure_the_password,I need to check the password strength,Muszę sprawdzić siłę hasła,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0293_i_need_to_measure_the_connection,I need to measure the connection speed,Muszę zmierzyć prędkość połączenia,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0294_i_need_to_measure_the_battery,I need to measure the battery voltage,Muszę zmierzyć napięcie baterii,A2,Praca,praktyczne zdania,zdanie,zawodowe,4,7,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0295_i_need_to_measure_the_device,I need to measure the device power consumption,Muszę zmierzyć pobór energii urządzenia,B1,Praca,praktyczne zdania,zdanie,zawodowe,5,8,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0296_i_need_to_test_the_router,I need to test the router,Muszę przetestować router,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0297_i_need_to_test_the_camera,I need to test the camera,Muszę przetestować kamerę,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
praca_a2_0298_i_need_to_test_the_cable,I need to test the cable,Muszę przetestować przewód,A2,Praca,praktyczne zdania,zdanie,zawodowe,3,6,1,1,0,,wstępnie kompletne; wymaga końcowej kontroli językowej,brak oczywistych problemów technicznych,przypisać do lekcji | zostawić
